"Id","Type","KOfam","COG_CATEGORY"
"MT_K09772","KO_Expression","cell division inhibitor SepF","Cell cycle control, cell division, chromosome partitioning"
"MT_K04047","KO_Expression","starvation-inducible DNA-binding protein","Inorganic ion transport and metabolism"
"MT_K15986","KO_Expression","manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]","Energy production and conversion"
"MT_K00525","KO_Expression","ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]","Nucleotide transport and metabolism"
"MT_K15984","KO_Expression","16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]","Translation, ribosomal structure and biogenesis"
"MT_K06950","KO_Expression","uncharacterized protein","Translation, ribosomal structure and biogenesis"
"MT_K01710","KO_Expression","dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]","Cell wall/membrane/envelope biogenesis"
"MT_K00029","KO_Expression","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","Energy production and conversion"
"MT_K10823","KO_Expression","oligopeptide transport system ATP-binding protein","Amino acid transport and metabolism"
"MT_K15581","KO_Expression","oligopeptide transport system permease protein","Amino acid transport and metabolism"
"MT_K00526","KO_Expression","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]","Nucleotide transport and metabolism"
"MT_K00067","KO_Expression","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Cell wall/membrane/envelope biogenesis"
"MT_K00036","KO_Expression","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]","Carbohydrate transport and metabolism"
"MT_K07742","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K03367","KO_Expression","D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]","Secondary metabolites biosynthesis, transport and catabolism"
"MT_K03484","KO_Expression","LacI family transcriptional regulator, sucrose operon repressor","Transcription"
"MT_K06286","KO_Expression","septation ring formation regulator","Cell cycle control, cell division, chromosome partitioning"
"MT_K00691","KO_Expression","maltose phosphorylase [EC:2.4.1.8]","Carbohydrate transport and metabolism"
"MT_K18692","KO_Expression","ATP-dependent RNA helicase CshB [EC:3.6.4.13]","Replication, recombination and repair"
"MT_K07496","KO_Expression","putative transposase","Mobilome: prophages, transposons"
"MT_K15583","KO_Expression","oligopeptide transport system ATP-binding protein","Amino acid transport and metabolism"
"MT_K03975","KO_Expression","membrane-associated protein","Cell wall/membrane/envelope biogenesis"
"MT_K09157","KO_Expression","uncharacterized protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K01626","KO_Expression","3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","Amino acid transport and metabolism"
"MT_K04072","KO_Expression","acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]","Lipid transport and metabolism"
"MT_K02621","KO_Expression","topoisomerase IV subunit A [EC:5.6.2.2]","Replication, recombination and repair"
"MT_K01679","KO_Expression","fumarate hydratase, class II [EC:4.2.1.2]","Energy production and conversion"
"MT_K06199","KO_Expression","fluoride exporter","Cell cycle control, cell division, chromosome partitioning"
"MT_K03972","KO_Expression","phage shock protein E","Inorganic ion transport and metabolism"
"MT_K18189","KO_Expression","translational activator of cytochrome c oxidase 1","Transcription"
"MT_K04767","KO_Expression","acetoin utilization protein AcuB","Signal transduction mechanisms"
"MT_K03346","KO_Expression","replication initiation and membrane attachment protein","Replication, recombination and repair"
"MT_K03697","KO_Expression","ATP-dependent Clp protease ATP-binding subunit ClpE","Posttranslational modification, protein turnover, chaperones"
"MT_K02796","KO_Expression","mannose PTS system EIID component","Carbohydrate transport and metabolism"
"MT_K16789","KO_Expression","thiamine transporter","Coenzyme transport and metabolism"
"MT_K01783","KO_Expression","ribulose-phosphate 3-epimerase [EC:5.1.3.1]","Carbohydrate transport and metabolism"
"MT_K07586","KO_Expression","uncharacterized protein","Function unknown"
"MT_K13927","KO_Expression","holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]","Coenzyme transport and metabolism"
"MT_K02033","KO_Expression","peptide/nickel transport system permease protein","Amino acid transport and metabolism"
"MT_K00954","KO_Expression","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","Coenzyme transport and metabolism"
"MT_K02390","KO_Expression","flagellar hook protein FlgE","Cell motility"
"MT_K00088","KO_Expression","IMP dehydrogenase [EC:1.1.1.205]","Nucleotide transport and metabolism"
"MT_K02397","KO_Expression","flagellar hook-associated protein 3 FlgL","Cell motility"
"MT_K09516","KO_Expression","all-trans-retinol 13,14-reductase [EC:1.3.99.23]","Secondary metabolites biosynthesis, transport and catabolism"
"MT_K04771","KO_Expression","serine protease Do [EC:3.4.21.107]","Posttranslational modification, protein turnover, chaperones"
"MT_K06901","KO_Expression","adenine/guanine/hypoxanthine permease","Nucleotide transport and metabolism"
"MT_K00661","KO_Expression","maltose O-acetyltransferase [EC:2.3.1.79]","General function prediction only"
"MT_K07273","KO_Expression","lysozyme","Cell wall/membrane/envelope biogenesis"
"MT_K06904","KO_Expression","Escherichia/Staphylococcus phage prohead protease","Mobilome: prophages, transposons"
"MT_K00763","KO_Expression","nicotinate phosphoribosyltransferase [EC:6.3.4.21]","Coenzyme transport and metabolism"
"MT_K07451","KO_Expression","5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]","Defense mechanisms"
"MT_K02069","KO_Expression","UDP-glucose/iron transport system permease protein","Inorganic ion transport and metabolism"
"MT_K08659","KO_Expression","dipeptidase [EC:3.4.-.-]","Amino acid transport and metabolism"
"MT_K01919","KO_Expression","glutamate--cysteine ligase [EC:6.3.2.2]","Cell wall/membrane/envelope biogenesis"
"MT_K05846","KO_Expression","osmoprotectant transport system permease protein","Amino acid transport and metabolism"
"MT_K08161","KO_Expression","MFS transporter, DHA1 family, multidrug resistance protein","Carbohydrate transport and metabolism"
"MT_K04066","KO_Expression","primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]","Replication, recombination and repair"
"MT_K01421","KO_Expression","putative membrane protein","Function unknown"
"MT_K01785","KO_Expression","aldose 1-epimerase [EC:5.1.3.3]","Carbohydrate transport and metabolism"
"MT_K10947","KO_Expression","PadR family transcriptional regulator, regulatory protein PadR","Transcription"
"MT_K10117","KO_Expression","raffinose/stachyose/melibiose transport system substrate-binding protein","Carbohydrate transport and metabolism"
"MT_K07284","KO_Expression","sortase A [EC:3.4.22.70]","Cell wall/membrane/envelope biogenesis"
"MT_K10039","KO_Expression","aspartate/glutamate/glutamine transport system substrate-binding protein","Amino acid transport and metabolism"
"MT_K03763","KO_Expression","DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]","Replication, recombination and repair"
"MT_K02108","KO_Expression","F-type H+-transporting ATPase subunit a","Energy production and conversion"
"MT_K02113","KO_Expression","F-type H+-transporting ATPase subunit delta","Energy production and conversion"
"MT_K03530","KO_Expression","DNA-binding protein HU-beta","Replication, recombination and repair"
"MT_K07009","KO_Expression","lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]","General function prediction only"
"MT_K02114","KO_Expression","F-type H+-transporting ATPase subunit epsilon","Energy production and conversion"
"MT_K13052","KO_Expression","cell division protein DivIC","Cell cycle control, cell division, chromosome partitioning"
"MT_K03048","KO_Expression","DNA-directed RNA polymerase subunit delta","Transcription"
"MT_K00850","KO_Expression","6-phosphofructokinase 1 [EC:2.7.1.11]","Carbohydrate transport and metabolism"
"MT_K01961","KO_Expression","acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]","Lipid transport and metabolism"
"MT_K01893","KO_Expression","asparaginyl-tRNA synthetase [EC:6.1.1.22]","Translation, ribosomal structure and biogenesis"
"MT_K06207","KO_Expression","GTP-binding protein","Signal transduction mechanisms"
"MT_K02115","KO_Expression","F-type H+-transporting ATPase subunit gamma","Energy production and conversion"
"MT_K00845","KO_Expression","glucokinase [EC:2.7.1.2]","Carbohydrate transport and metabolism"
"MT_K04086","KO_Expression","ATP-dependent Clp protease ATP-binding subunit ClpL","Posttranslational modification, protein turnover, chaperones"
"MT_K05340","KO_Expression","glucose uptake protein","Carbohydrate transport and metabolism"
"MT_K16211","KO_Expression","maltose/moltooligosaccharide transporter","Carbohydrate transport and metabolism"
"MT_K07668","KO_Expression","two-component system, OmpR family, response regulator VicR","Signal transduction mechanisms"
"MT_K02160","KO_Expression","acetyl-CoA carboxylase biotin carboxyl carrier protein","Lipid transport and metabolism"
"MT_K23537","KO_Expression","general nucleoside transport system ATP-binding protein","Nucleotide transport and metabolism"
"MT_K01426","KO_Expression","amidase [EC:3.5.1.4]","Translation, ribosomal structure and biogenesis"
"MT_K07030","KO_Expression","fatty acid kinase [EC:2.7.2.18]","Lipid transport and metabolism"
"MT_K00604","KO_Expression","methionyl-tRNA formyltransferase [EC:2.1.2.9]","Translation, ribosomal structure and biogenesis"
"MT_K00971","KO_Expression","mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","Carbohydrate transport and metabolism"
"MT_K03152","KO_Expression","protein deglycase [EC:3.5.1.124]","Defense mechanisms"
"MT_K02356","KO_Expression","elongation factor P","Translation, ribosomal structure and biogenesis"
"MT_K00571","KO_Expression","site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]","Replication, recombination and repair"
"MT_K01662","KO_Expression","1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]","Coenzyme transport and metabolism"
"MT_K01873","KO_Expression","valyl-tRNA synthetase [EC:6.1.1.9]","Translation, ribosomal structure and biogenesis"
"MT_K07257","KO_Expression","spore coat polysaccharide biosynthesis protein SpsF","Cell wall/membrane/envelope biogenesis"
"MT_K02888","KO_Expression","large subunit ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"MT_K03744","KO_Expression","LemA protein","Cell wall/membrane/envelope biogenesis"
"MT_K09811","KO_Expression","cell division transport system permease protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K11717","KO_Expression","cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","Amino acid transport and metabolism"
"MT_K00265","KO_Expression","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","Amino acid transport and metabolism"
"MT_K07447","KO_Expression","putative pre-16S rRNA nuclease [EC:3.1.-.-]","Translation, ribosomal structure and biogenesis"
"MT_K01462","KO_Expression","peptide deformylase [EC:3.5.1.88]","Translation, ribosomal structure and biogenesis"
"MT_K02110","KO_Expression","F-type H+-transporting ATPase subunit c","Energy production and conversion"
"MT_K09907","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K05540","KO_Expression","tRNA-dihydrouridine synthase B [EC:1.-.-.-]","Translation, ribosomal structure and biogenesis"
"MT_K01493","KO_Expression","dCMP deaminase [EC:3.5.4.12]","Nucleotide transport and metabolism"
"MT_K01999","KO_Expression","branched-chain amino acid transport system substrate-binding protein","Amino acid transport and metabolism"
"MT_K00949","KO_Expression","thiamine pyrophosphokinase [EC:2.7.6.2]","Coenzyme transport and metabolism"
"MT_K07240","KO_Expression","chromate transporter","Inorganic ion transport and metabolism"
"MT_K02316","KO_Expression","DNA primase [EC:2.7.7.101]","Replication, recombination and repair"
"MT_K03320","KO_Expression","ammonium transporter, Amt family","Inorganic ion transport and metabolism"
"MT_K01424","KO_Expression","L-asparaginase [EC:3.5.1.1]","Translation, ribosomal structure and biogenesis"
"MT_K07481","KO_Expression","transposase, IS5 family","Mobilome: prophages, transposons"
"MT_K05595","KO_Expression","multiple antibiotic resistance protein","Amino acid transport and metabolism"
"MT_K01772","KO_Expression","protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]","Coenzyme transport and metabolism"
"MT_K05845","KO_Expression","osmoprotectant transport system substrate-binding protein","Amino acid transport and metabolism"
"MT_K00426","KO_Expression","cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]","Energy production and conversion"
"MT_K03739","KO_Expression","membrane protein involved in D-alanine export","Cell wall/membrane/envelope biogenesis"
"MT_K02440","KO_Expression","glycerol uptake facilitator protein","Carbohydrate transport and metabolism"
"MT_K13953","KO_Expression","alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]","Carbohydrate transport and metabolism"
"MT_K03545","KO_Expression","trigger factor","Posttranslational modification, protein turnover, chaperones"
"MT_K03469","KO_Expression","ribonuclease HI [EC:3.1.26.4]","Replication, recombination and repair"
"MT_K07052","KO_Expression","CAAX protease family protein","Posttranslational modification, protein turnover, chaperones"
"MT_K00997","KO_Expression","holo-[acyl-carrier protein] synthase [EC:2.7.8.7]","Lipid transport and metabolism"
"MT_K08968","KO_Expression","L-methionine (R)-S-oxide reductase [EC:1.8.4.14]","Defense mechanisms"
"MT_K12942","KO_Expression","aminobenzoyl-glutamate transport protein","Coenzyme transport and metabolism"
"MT_K01356","KO_Expression","repressor LexA [EC:3.4.21.88]","Transcription"
"MT_K06217","KO_Expression","phosphate starvation-inducible protein PhoH and related proteins","Signal transduction mechanisms"
"MT_K02377","KO_Expression","GDP-L-fucose synthase [EC:1.1.1.271]","Cell wall/membrane/envelope biogenesis"
"MT_K02385","KO_Expression","flagellar protein FlbD","Cell motility"
"MT_K03439","KO_Expression","tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]","Translation, ribosomal structure and biogenesis"
"MT_K02557","KO_Expression","chemotaxis protein MotB","Cell motility"
"MT_K02414","KO_Expression","flagellar hook-length control protein FliK","Cell motility"
"MT_K03558","KO_Expression","membrane protein required for colicin V production","Nucleotide transport and metabolism"
"MT_K03687","KO_Expression","molecular chaperone GrpE","Posttranslational modification, protein turnover, chaperones"
"MT_K02392","KO_Expression","flagellar basal-body rod protein FlgG","Cell motility"
"MT_K03547","KO_Expression","DNA repair protein SbcD/Mre11","Replication, recombination and repair"
"MT_K03749","KO_Expression","DedD protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K02791","KO_Expression","maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]","Carbohydrate transport and metabolism"
"MT_K03642","KO_Expression","rare lipoprotein A","Cell wall/membrane/envelope biogenesis"
"MT_K01159","KO_Expression","crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]","Replication, recombination and repair"
"MT_K01869","KO_Expression","leucyl-tRNA synthetase [EC:6.1.1.4]","Translation, ribosomal structure and biogenesis"
"MT_K11690","KO_Expression","C4-dicarboxylate transporter, DctM subunit","Carbohydrate transport and metabolism"
"MT_K21394","KO_Expression","TRAP-type transport system small permease protein","Carbohydrate transport and metabolism"
"MT_K03386","KO_Expression","peroxiredoxin 2/4 [EC:1.11.1.24]","Defense mechanisms"
"MT_K06123","KO_Expression","1-acylglycerone phosphate reductase [EC:1.1.1.101]","General function prediction only"
"MT_K03387","KO_Expression","NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]","Defense mechanisms"
"MT_K01989","KO_Expression","putative tryptophan/tyrosine transport system substrate-binding protein","General function prediction only"
"MT_K02034","KO_Expression","peptide/nickel transport system permease protein","Amino acid transport and metabolism"
"MT_K02564","KO_Expression","glucosamine-6-phosphate deaminase [EC:3.5.99.6]","Carbohydrate transport and metabolism"
"MT_K05337","KO_Expression","ferredoxin",NA
"MT_K19271","KO_Expression","chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]","Defense mechanisms"
"MT_K11144","KO_Expression","primosomal protein DnaI","Replication, recombination and repair"
"MT_K07460","KO_Expression","putative endonuclease","Replication, recombination and repair"
"MT_K02013","KO_Expression","iron complex transport system ATP-binding protein [EC:7.2.2.-]","Inorganic ion transport and metabolism"
"MT_K15539","KO_Expression","cytoskeleton protein RodZ","Cell cycle control, cell division, chromosome partitioning"
"MT_K06077","KO_Expression","outer membrane lipoprotein SlyB","Cell wall/membrane/envelope biogenesis"
"MT_K00057","KO_Expression","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","Energy production and conversion"
"MT_K00016","KO_Expression","L-lactate dehydrogenase [EC:1.1.1.27]","Energy production and conversion"
"MT_K00656","KO_Expression","formate C-acetyltransferase [EC:2.3.1.54]","Energy production and conversion"
"MT_K10917","KO_Expression","PadR family transcriptional regulator, regulatory protein AphA","Transcription"
"MT_K03299","KO_Expression","gluconate:H+ symporter, GntP family","Carbohydrate transport and metabolism"
"MG_K05823","KO_coverage","N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]","General function prediction only"
"MT_K02035","KO_Expression","peptide/nickel transport system substrate-binding protein","Amino acid transport and metabolism"
"MT_K03308","KO_Expression","neurotransmitter:Na+ symporter, NSS family","General function prediction only"
"MT_K04042","KO_Expression","bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]","Cell wall/membrane/envelope biogenesis"
"MT_K00945","KO_Expression","CMP/dCMP kinase [EC:2.7.4.25]","Nucleotide transport and metabolism"
"MT_K05808","KO_Expression","ribosome hibernation promoting factor","Translation, ribosomal structure and biogenesis"
"MT_K01835","KO_Expression","phosphoglucomutase [EC:5.4.2.2]","Carbohydrate transport and metabolism"
"MT_K07461","KO_Expression","putative endonuclease","Replication, recombination and repair"
"MT_K00703","KO_Expression","starch synthase [EC:2.4.1.21]","Carbohydrate transport and metabolism"
"MT_K03544","KO_Expression","ATP-dependent Clp protease ATP-binding subunit ClpX","Posttranslational modification, protein turnover, chaperones"
"MT_K03070","KO_Expression","preprotein translocase subunit SecA [EC:7.4.2.8]","Intracellular trafficking, secretion, and vesicular transport"
"MT_K00432","KO_Expression","glutathione peroxidase [EC:1.11.1.9]","Defense mechanisms"
"MT_K13292","KO_Expression","phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]","Cell wall/membrane/envelope biogenesis"
"MT_K03664","KO_Expression","SsrA-binding protein","Posttranslational modification, protein turnover, chaperones"
"MT_K09963","KO_Expression","uncharacterized protein","Function unknown"
"MT_K02825","KO_Expression","pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]","Nucleotide transport and metabolism"
"MT_K06442","KO_Expression","23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]","Translation, ribosomal structure and biogenesis"
"MT_K03704","KO_Expression","cold shock protein","Transcription"
"MT_K01735","KO_Expression","3-dehydroquinate synthase [EC:4.2.3.4]","Nucleotide transport and metabolism"
"MT_K03630","KO_Expression","DNA repair protein RadC","Replication, recombination and repair"
"MT_K07040","KO_Expression","DUF177 domain-containing protein","Translation, ribosomal structure and biogenesis"
"MT_K03746","KO_Expression","DNA-binding protein H-NS","Transcription"
"MT_K07574","KO_Expression","RNA-binding protein","Translation, ribosomal structure and biogenesis"
"MT_K00243","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K09117","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K02909","KO_Expression","large subunit ribosomal protein L31","Translation, ribosomal structure and biogenesis"
"MT_K02914","KO_Expression","large subunit ribosomal protein L34","Translation, ribosomal structure and biogenesis"
"MT_K07165","KO_Expression","transmembrane sensor","Inorganic ion transport and metabolism"
"MT_K07403","KO_Expression","membrane-bound serine protease (ClpP class)","Posttranslational modification, protein turnover, chaperones"
"MT_K02073","KO_Expression","D-methionine transport system substrate-binding protein","Inorganic ion transport and metabolism"
"MT_K02483","KO_Expression","two-component system, OmpR family, response regulator","Signal transduction mechanisms"
"MT_K03713","KO_Expression","MerR family transcriptional regulator, glutamine synthetase repressor","Transcription"
"MT_K03282","KO_Expression","large conductance mechanosensitive channel","Cell wall/membrane/envelope biogenesis"
"MT_K09903","KO_Expression","uridylate kinase [EC:2.7.4.22]","Nucleotide transport and metabolism"
"MT_K07480","KO_Expression","insertion element IS1 protein InsB","Mobilome: prophages, transposons"
"MT_K07795","KO_Expression","putative tricarboxylic transport membrane protein","Energy production and conversion"
"MT_K03181","KO_Expression","chorismate lyase [EC:4.1.3.40]","Coenzyme transport and metabolism"
"MT_K01297","KO_Expression","muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]","Cell wall/membrane/envelope biogenesis"
"MT_K11477","KO_Expression","glc operon protein GlcG","Signal transduction mechanisms"
"MT_K17836","KO_Expression","beta-lactamase class A [EC:3.5.2.6]","Defense mechanisms"
"MT_K00287","KO_Expression","dihydrofolate reductase [EC:1.5.1.3]","Coenzyme transport and metabolism"
"MT_K01915","KO_Expression","glutamine synthetase [EC:6.3.1.2]","Amino acid transport and metabolism"
"MT_K23675","KO_Expression","riboflavin transporter","Coenzyme transport and metabolism"
"MT_K12132","KO_Expression","eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]","Signal transduction mechanisms"
"MT_K06960","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K00882","KO_Expression","1-phosphofructokinase [EC:2.7.1.56]","Carbohydrate transport and metabolism"
"MT_K20108","KO_Expression","maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]","Carbohydrate transport and metabolism"
"MT_K02274","KO_Expression","cytochrome c oxidase subunit I [EC:7.1.1.9]","Energy production and conversion"
"MT_K00794","KO_Expression","6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]","Coenzyme transport and metabolism"
"MT_K02968","KO_Expression","small subunit ribosomal protein S20","Translation, ribosomal structure and biogenesis"
"MT_K11072","KO_Expression","spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]","Amino acid transport and metabolism"
"MT_K03060","KO_Expression","DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]","Transcription"
"MT_K09131","KO_Expression","uncharacterized protein","Function unknown"
"MT_K02864","KO_Expression","large subunit ribosomal protein L10","Translation, ribosomal structure and biogenesis"
"MT_K03705","KO_Expression","heat-inducible transcriptional repressor","Transcription"
"MT_K01838","KO_Expression","beta-phosphoglucomutase [EC:5.4.2.6]","Carbohydrate transport and metabolism"
"MT_K03977","KO_Expression","GTPase","Translation, ribosomal structure and biogenesis"
"MT_K03043","KO_Expression","DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]","Transcription"
"MT_K02340","KO_Expression","DNA polymerase III subunit delta [EC:2.7.7.7]","Replication, recombination and repair"
"MT_K02529","KO_Expression","LacI family transcriptional regulator","Transcription"
"MT_K07816","KO_Expression","GTP pyrophosphokinase [EC:2.7.6.5]","Nucleotide transport and metabolism"
"MT_K00266","KO_Expression","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","Amino acid transport and metabolism"
"MT_K02031","KO_Expression","peptide/nickel transport system ATP-binding protein","Posttranslational modification, protein turnover, chaperones"
"MT_K02822","KO_Expression","ascorbate PTS system EIIB component [EC:2.7.1.194]","Carbohydrate transport and metabolism"
"MT_K01271","KO_Expression","Xaa-Pro dipeptidase [EC:3.4.13.9]","Amino acid transport and metabolism"
"MT_K02986","KO_Expression","small subunit ribosomal protein S4","Translation, ribosomal structure and biogenesis"
"MT_K01926","KO_Expression","redox-sensing transcriptional repressor","Transcription"
"MT_K01239","KO_Expression","purine nucleosidase [EC:3.2.2.1]","Nucleotide transport and metabolism"
"MT_K00625","KO_Expression","phosphate acetyltransferase [EC:2.3.1.8]","Energy production and conversion"
"MT_K22212","KO_Expression","malolactic enzyme [EC:4.1.1.101]","Energy production and conversion"
"MT_K00131","KO_Expression","glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]","Lipid transport and metabolism"
"MT_K02902","KO_Expression","large subunit ribosomal protein L28","Translation, ribosomal structure and biogenesis"
"MT_K00566","KO_Expression","tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]","Translation, ribosomal structure and biogenesis"
"MT_K02044","KO_Expression","phosphonate transport system substrate-binding protein","Inorganic ion transport and metabolism"
"MT_K07287","KO_Expression","outer membrane protein assembly factor BamC","Cell wall/membrane/envelope biogenesis"
"MT_K02838","KO_Expression","ribosome recycling factor","Translation, ribosomal structure and biogenesis"
"MT_K02242","KO_Expression","competence protein ComFC","General function prediction only"
"MT_K03624","KO_Expression","transcription elongation factor GreA","Transcription"
"MT_K02834","KO_Expression","ribosome-binding factor A","Translation, ribosomal structure and biogenesis"
"MT_K03111","KO_Expression","single-strand DNA-binding protein","Replication, recombination and repair"
"MT_K10254","KO_Expression","oleate hydratase [EC:4.2.1.53]","Function unknown"
"MT_K03625","KO_Expression","transcription antitermination protein NusB","Transcription"
"MT_K04069","KO_Expression","pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Posttranslational modification, protein turnover, chaperones"
"MT_K07486","KO_Expression","transposase","Mobilome: prophages, transposons"
"MT_K04075","KO_Expression","tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Translation, ribosomal structure and biogenesis"
"MT_K02871","KO_Expression","large subunit ribosomal protein L13","Translation, ribosomal structure and biogenesis"
"MT_K03784","KO_Expression","purine-nucleoside phosphorylase [EC:2.4.2.1]","Nucleotide transport and metabolism"
"MT_K02768","KO_Expression","fructose PTS system EIIA component [EC:2.7.1.202]","Carbohydrate transport and metabolism"
"MT_K01485","KO_Expression","cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]","Nucleotide transport and metabolism"
"MT_K01997","KO_Expression","branched-chain amino acid transport system permease protein","Amino acid transport and metabolism"
"MT_K03549","KO_Expression","KUP system potassium uptake protein","Inorganic ion transport and metabolism"
"MT_K00459","KO_Expression","nitronate monooxygenase [EC:1.13.12.16]","General function prediction only"
"MT_K00973","KO_Expression","glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]","Cell wall/membrane/envelope biogenesis"
"MT_K06864","KO_Expression","pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]","General function prediction only"
"MT_K09685","KO_Expression","HTH-type transcriptional regulator, purine operon repressor","Nucleotide transport and metabolism"
"MT_K22927","KO_Expression","cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]","Signal transduction mechanisms"
"MT_K16923","KO_Expression","energy-coupling factor transport system substrate-specific component",NA
"MT_K01246","KO_Expression","DNA-3-methyladenine glycosylase I [EC:3.2.2.20]","Replication, recombination and repair"
"MT_K06211","KO_Expression","HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]","Coenzyme transport and metabolism"
"MT_K03040","KO_Expression","DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]","Transcription"
"MT_K03777","KO_Expression","D-lactate dehydrogenase (quinone) [EC:1.1.5.12]","Energy production and conversion"
"MT_K05896","KO_Expression","segregation and condensation protein A","Replication, recombination and repair"
"MT_K02042","KO_Expression","phosphonate transport system permease protein","Inorganic ion transport and metabolism"
"MT_K00849","KO_Expression","galactokinase [EC:2.7.1.6]","Carbohydrate transport and metabolism"
"MT_K01940","KO_Expression","argininosuccinate synthase [EC:6.3.4.5]","Amino acid transport and metabolism"
"MT_K01588","KO_Expression","5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]","Nucleotide transport and metabolism"
"MT_K03742","KO_Expression","nicotinamide-nucleotide amidase [EC:3.5.1.42]","Replication, recombination and repair"
"MT_K04567","KO_Expression","lysyl-tRNA synthetase, class II [EC:6.1.1.6]","Translation, ribosomal structure and biogenesis"
"MT_K03885","KO_Expression","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Energy production and conversion"
"MT_K23535","KO_Expression","general nucleoside transport system permease protein","Nucleotide transport and metabolism"
"MT_K07025","KO_Expression","putative hydrolase of the HAD superfamily","Coenzyme transport and metabolism"
"MT_K04068","KO_Expression","anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Coenzyme transport and metabolism"
"MT_K06201","KO_Expression","copper homeostasis protein","Inorganic ion transport and metabolism"
"MT_K09692","KO_Expression","teichoic acid transport system permease protein","Carbohydrate transport and metabolism"
